task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
5	81/0596fd	80653	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (Adobera_artesanal)	COMPLETED	0	2022-09-16 15:15:47.602	947ms	9ms	72.7%	0	0	92.7 KB	888 B
2	8a/ec7ce1	80890	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (Adobera_pasteurizada)	COMPLETED	0	2022-09-16 15:15:48.563	860ms	12ms	133.3%	0	0	92.7 KB	874 B
4	f1/25b23d	81093	NFCORE_AMPLISEQ:AMPLISEQ:METADATA_PAIRWISE (metadata.tsv)	COMPLETED	0	2022-09-16 15:15:49.476	1.1s	0ms	150.4%	18.7 MB	375.3 MB	5.8 MB	1.1 KB
7	f1/112d77	81334	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (Chihuahua)	COMPLETED	0	2022-09-16 15:15:50.589	856ms	9ms	57.1%	0	0	92.6 KB	873 B
1	dd/12a65c	81580	NFCORE_AMPLISEQ:AMPLISEQ:METADATA_ALL (metadata.tsv)	COMPLETED	0	2022-09-16 15:15:51.451	1.1s	1s	157.6%	19.7 MB	376.3 MB	5.8 MB	1.1 KB
6	9e/77a19f	81848	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (Zacatecas)	COMPLETED	0	2022-09-16 15:15:52.576	753ms	8ms	50.0%	0	0	92.6 KB	873 B
8	55/adcf93	82077	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (Chiapas)	COMPLETED	0	2022-09-16 15:15:53.335	816ms	7ms	133.3%	0	0	92.6 KB	874 B
9	69/78ba45	82269	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (Ranchero_Estado_de_Mexico)	COMPLETED	0	2022-09-16 15:15:54.165	785ms	8ms	114.3%	0	0	92.7 KB	874 B
10	63/ec56a9	82496	NFCORE_AMPLISEQ:AMPLISEQ:CUTADAPT_WORKFLOW:CUTADAPT_BASIC (Adobera_artesanal)	COMPLETED	0	2022-09-16 15:15:54.965	1s	0ms	110.6%	10.3 MB	15.5 MB	3.4 MB	32.6 KB
11	ec/53b60f	82718	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (Adobera_artesanal)	COMPLETED	0	2022-09-16 15:15:55.982	5.7s	4s	158.1%	163.5 MB	3.2 GB	20 MB	2.4 MB
12	d8/58912a	83144	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (Adobera_pasteurizada)	COMPLETED	0	2022-09-16 15:16:01.670	5.6s	4s	158.7%	142.9 MB	3.2 GB	20 MB	2.4 MB
13	4c/a6e051	83575	NFCORE_AMPLISEQ:AMPLISEQ:CUTADAPT_WORKFLOW:CUTADAPT_BASIC (Adobera_pasteurizada)	COMPLETED	0	2022-09-16 15:16:07.297	1.2s	1s	110.2%	12.2 MB	17.3 MB	3.4 MB	32.3 KB
14	83/2036b8	83808	NFCORE_AMPLISEQ:AMPLISEQ:CUTADAPT_WORKFLOW:CUTADAPT_BASIC (Chihuahua)	COMPLETED	0	2022-09-16 15:16:08.499	1.3s	0ms	104.6%	13.3 MB	18.3 MB	3.4 MB	32.4 KB
15	70/e1fa1e	84032	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (Chihuahua)	COMPLETED	0	2022-09-16 15:16:09.757	5.6s	4s	155.9%	154.1 MB	3.2 GB	20 MB	2.5 MB
16	72/a379b5	84455	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (Zacatecas)	COMPLETED	0	2022-09-16 15:16:15.371	4.5s	3s	189.0%	141.4 MB	3.2 GB	20 MB	2.4 MB
17	b1/e07447	84839	NFCORE_AMPLISEQ:AMPLISEQ:CUTADAPT_WORKFLOW:CUTADAPT_BASIC (Zacatecas)	COMPLETED	0	2022-09-16 15:16:19.889	1.1s	0ms	107.8%	11.8 MB	16.8 MB	3.4 MB	32.6 KB
18	44/226fe8	85076	NFCORE_AMPLISEQ:AMPLISEQ:CUTADAPT_WORKFLOW:CUTADAPT_BASIC (Chiapas)	COMPLETED	0	2022-09-16 15:16:21.005	1.1s	0ms	111.3%	11 MB	16.1 MB	3.4 MB	32.7 KB
19	bd/64422e	85297	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (Chiapas)	COMPLETED	0	2022-09-16 15:16:22.106	5.5s	4s	173.2%	161.5 MB	3.2 GB	20 MB	2.4 MB
20	c8/ae561c	85726	NFCORE_AMPLISEQ:AMPLISEQ:CUTADAPT_WORKFLOW:CUTADAPT_BASIC (Ranchero_Estado_de_Mexico)	COMPLETED	0	2022-09-16 15:16:27.586	1.1s	0ms	109.5%	11.2 MB	16.2 MB	3.4 MB	32.8 KB
21	b6/b6c41d	85963	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (Ranchero_Estado_de_Mexico)	COMPLETED	0	2022-09-16 15:16:28.697	4.8s	3s	188.0%	128.1 MB	3.2 GB	20 MB	2.4 MB
22	3c/20b109	86341	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (Adobera_artesanal)	COMPLETED	0	2022-09-16 15:16:33.472	10.8s	10s	102.7%	626.1 MB	1.1 GB	35.7 MB	3.2 KB
23	24/c26c1c	86816	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (Adobera_pasteurizada)	COMPLETED	0	2022-09-16 15:16:44.296	11s	10s	102.1%	626 MB	1.1 GB	35.7 MB	3.3 KB
24	57/5146c3	87290	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (Chihuahua)	COMPLETED	0	2022-09-16 15:16:55.331	11.8s	11s	103.1%	626.2 MB	1.1 GB	35.7 MB	3.1 KB
3	87/e6c460	87806	NFCORE_AMPLISEQ:AMPLISEQ:FORMAT_TAXONOMY	COMPLETED	0	2022-09-16 15:17:07.165	1.2s	245ms	148.5%	5.4 MB	13.3 MB	36.7 MB	62.3 MB
25	99/155d35	88097	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (Zacatecas)	COMPLETED	0	2022-09-16 15:17:08.373	10.6s	10s	103.1%	626.1 MB	1.1 GB	35.7 MB	3.2 KB
26	de/045895	88581	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (Chiapas)	COMPLETED	0	2022-09-16 15:17:19.008	11.1s	10s	104.2%	626.3 MB	1.1 GB	35.7 MB	3.8 KB
27	7a/4d6f72	89080	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (Ranchero_Estado_de_Mexico)	COMPLETED	0	2022-09-16 15:17:30.087	11.2s	10s	103.5%	626.5 MB	1.2 GB	35.7 MB	3.3 KB
28	20/3f9c89	89589	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_QUALITY (single_end)	COMPLETED	0	2022-09-16 15:17:41.282	20.8s	20s	105.1%	1.2 GB	2.4 GB	38 MB	1.5 MB
29	d1/8dd52b	90209	NFCORE_AMPLISEQ:AMPLISEQ:CUTADAPT_WORKFLOW:CUTADAPT_SUMMARY (cutadapt_standard)	COMPLETED	0	2022-09-16 15:18:02.092	1.9s	0ms	54.5%	4.2 MB	29.8 MB	402.7 KB	676 B
