task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
1	0c/c1dd84	47508	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (data1)	COMPLETED	0	2022-08-04 10:30:41.583	2.2s	17ms	153.8%	0	0	93 KB	875 B
2	d8/08deef	47749	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (data2)	COMPLETED	0	2022-08-04 10:30:43.791	1.5s	28ms	114.3%	0	0	93 KB	875 B
3	a9/40f51f	22015	NFCORE_AMPLISEQ:AMPLISEQ:FORMAT_TAXONOMY	CACHED	0	2022-08-04 10:10:58.029	1.4s	382ms	161.1%	5.7 MB	13.3 MB	36.6 MB	62.3 MB
4	68/cd2c38	48053	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (data1)	COMPLETED	0	2022-08-04 10:30:45.295	7s	3s	184.7%	140.8 MB	3.2 GB	20.1 MB	2.4 MB
5	a4/3689b9	48520	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_FILTNTRIM (data1)	COMPLETED	0	2022-08-04 10:30:52.294	13.8s	12s	107.2%	509 MB	1 GB	35.7 MB	8.8 KB
6	5f/b04b01	49017	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (data2)	COMPLETED	0	2022-08-04 10:31:06.142	6.2s	4s	178.0%	154.8 MB	3.2 GB	20 MB	2.3 MB
7	c6/7ddec1	49451	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_QUALITY (single_end)	COMPLETED	0	2022-08-04 10:31:12.374	23.2s	19s	110.2%	1.2 GB	2.4 GB	37.2 MB	853.9 KB
8	0b/037c75	50045	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_FILTNTRIM (data2)	COMPLETED	0	2022-08-04 10:31:35.608	13.7s	13s	109.1%	494.7 MB	1 GB	35.7 MB	9.1 KB
9	59/8a1d6b	50539	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_ERR (A)	COMPLETED	0	2022-08-04 10:31:49.387	14.7s	14s	109.1%	499.6 MB	1 GB	36.1 MB	205.2 KB
10	6a/43f8dd	51041	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_ERR (B)	COMPLETED	0	2022-08-04 10:32:04.116	14.9s	14s	111.2%	538.1 MB	1 GB	36.1 MB	205.2 KB
11	fa/ad2778	51537	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_DENOISING (A)	COMPLETED	0	2022-08-04 10:32:19.056	13.8s	13s	103.6%	494.8 MB	1 GB	35.7 MB	9.1 KB
12	7d/75d5d8	52038	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_DENOISING (B)	COMPLETED	0	2022-08-04 10:32:32.813	14.6s	14s	112.0%	483.6 MB	1015.2 MB	35.7 MB	7.3 KB
13	7e/0bea01	52539	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_RMCHIMERA (A)	COMPLETED	0	2022-08-04 10:32:47.370	12.6s	12s	110.1%	495.2 MB	1 GB	35.7 MB	1.2 KB
