task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
2	ed/2a6f33	12038	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (Adobera_pasteurizada)	COMPLETED	0	2022-08-02 10:25:27.138	1.3s	19ms	84.2%	0	0	93.3 KB	887 B
3	0d/1f833d	12251	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (Chihuahua)	COMPLETED	0	2022-08-02 10:25:28.478	934ms	10ms	133.3%	0	0	93.2 KB	870 B
4	30/ff21c7	12474	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (Adobera_pasteurizada)	COMPLETED	0	2022-08-02 10:25:29.427	6.1s	5s	158.5%	141.2 MB	3.2 GB	20 MB	2.4 MB
5	68/f63654	12897	NFCORE_AMPLISEQ:AMPLISEQ:CUTADAPT_WORKFLOW:CUTADAPT_BASIC (Adobera_pasteurizada)	COMPLETED	0	2022-08-02 10:25:35.506	1.2s	0ms	76.4%	5 MB	13.2 MB	3.4 MB	32.3 KB
7	6b/2c5bf3	13137	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (Chihuahua)	COMPLETED	0	2022-08-02 10:25:36.770	5.4s	3s	155.0%	152.1 MB	3.2 GB	20 MB	2.5 MB
6	6d/3f28af	13563	NFCORE_AMPLISEQ:AMPLISEQ:CUTADAPT_WORKFLOW:CUTADAPT_BASIC (Chihuahua)	COMPLETED	0	2022-08-02 10:25:42.181	962ms	0ms	111.3%	10.5 MB	15.5 MB	3.4 MB	32.4 KB
8	6b/a8631f	13801	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_FILTNTRIM (Adobera_pasteurizada)	COMPLETED	0	2022-08-02 10:25:43.149	12.6s	12s	100.6%	583.7 MB	1.1 GB	35.7 MB	3.3 KB
11	69/993442	14295	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_QUALITY (single_end)	COMPLETED	0	2022-08-02 10:25:55.794	14.9s	14s	103.7%	647.8 MB	1.2 GB	36.9 MB	585.8 KB
9	d0/cc2127	14827	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_FILTNTRIM (Chihuahua)	COMPLETED	0	2022-08-02 10:26:10.748	11.4s	10s	102.9%	625.5 MB	1.2 GB	35.7 MB	3.1 KB
10	6d/75efc9	15350	NFCORE_AMPLISEQ:AMPLISEQ:CUTADAPT_WORKFLOW:CUTADAPT_SUMMARY (cutadapt_standard)	COMPLETED	0	2022-08-02 10:26:22.118	1.9s	0ms	64.9%	4.6 MB	29.8 MB	399.1 KB	551 B
1	08/43c2f7	15578	NFCORE_AMPLISEQ:AMPLISEQ:FORMAT_TAXONOMY	COMPLETED	0	2022-08-02 10:26:24.003	1.4s	303ms	157.8%	5.5 MB	13.3 MB	36.6 MB	62.3 MB
13	61/682f6e	15840	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_ERR (SRR3307079)	COMPLETED	0	2022-08-02 10:26:25.426	12.5s	12s	104.1%	626.1 MB	1.4 GB	36.1 MB	182.3 KB
