task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
2	68/1827f9	2876552	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (Adobera_pasteurizada)	COMPLETED	0	2022-02-20 22:29:20.954	978ms	8ms	145.5%	0	0	95.8 KB	906 B
16	ed/0c5e2a	2876522	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (Chiapas)	COMPLETED	0	2022-02-20 22:29:20.905	1.5s	9ms	114.3%	0	0	95.8 KB	906 B
10	a8/aea511	2876619	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (Manchego)	COMPLETED	0	2022-02-20 22:29:21.020	1.5s	9ms	123.1%	0	0	95.8 KB	906 B
9	9f/adb639	2876577	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (Asadero)	COMPLETED	0	2022-02-20 22:29:20.977	1.8s	11ms	88.9%	0	0	95.8 KB	905 B
3	a0/029e1b	2876685	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (Adobera_artesanal)	COMPLETED	0	2022-02-20 22:29:21.119	1.8s	9ms	103.2%	0	0	95.8 KB	906 B
4	ef/558818	2877401	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (Zacatecas)	COMPLETED	0	2022-02-20 22:29:21.941	1.7s	17ms	54.2%	0	0	95.8 KB	905 B
8	95/051a20	2877798	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (Canasto)	COMPLETED	0	2022-02-20 22:29:22.548	1.4s	8ms	123.1%	0	0	95.8 KB	906 B
15	5e/009d74	2877708	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (Jocoque)	COMPLETED	0	2022-02-20 22:29:22.390	1.8s	36ms	47.8%	3.2 MB	7.8 MB	95.8 KB	905 B
13	42/b97e66	2877893	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (Panela_pasteurizado)	COMPLETED	0	2022-02-20 22:29:22.795	1.5s	11ms	133.3%	0	0	95.8 KB	906 B
6	18/5ab45f	2878003	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (Cincho)	COMPLETED	0	2022-02-20 22:29:22.934	1.5s	10ms	110.3%	0	0	95.8 KB	906 B
12	7b/25a170	2878518	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (Cotija)	COMPLETED	0	2022-02-20 22:29:23.632	1.4s	8ms	133.3%	0	0	95.8 KB	906 B
