task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
10	52/5c179a	3063894	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (Manchego)	COMPLETED	0	2022-02-20 23:58:29.685	2.5s	9ms	123.1%	0	0	95.8 KB	906 B
11	da/d54048	3063928	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (Adobera_mesa)	COMPLETED	0	2022-02-20 23:58:29.744	2.6s	7ms	128.0%	0	0	95.8 KB	906 B
3	10/d7baa0	3063992	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (Adobera_artesanal)	COMPLETED	0	2022-02-20 23:58:29.829	2.8s	11ms	133.3%	0	0	95.8 KB	906 B
5	ca/9a84fd	3064024	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (Chihuahua)	COMPLETED	0	2022-02-20 23:58:29.891	3.4s	8ms	145.5%	0	0	95.8 KB	906 B
4	5a/c68a7f	3063952	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (Zacatecas)	COMPLETED	0	2022-02-20 23:58:29.768	3.6s	7ms	66.7%	0	0	95.8 KB	905 B
12	26/2e8462	3065062	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (Cotija)	COMPLETED	0	2022-02-20 23:58:32.304	2.4s	65ms	28.8%	3.2 MB	7.8 MB	95.8 KB	905 B
17	34/79e9be	3065159	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (Ranchero_Estado_de_Mexico)	COMPLETED	0	2022-02-20 23:58:32.637	2.6s	8ms	80.0%	0	0	95.8 KB	905 B
7	94/c0ba3f	3065100	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (Oaxaca)	COMPLETED	0	2022-02-20 23:58:32.347	3.1s	10ms	106.7%	0	0	95.8 KB	906 B
8	a4/70396e	3065301	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (Canasto)	COMPLETED	0	2022-02-20 23:58:33.406	2.6s	7ms	152.4%	0	0	95.8 KB	906 B
6	4e/4ba95d	3065216	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (Cincho)	COMPLETED	0	2022-02-20 23:58:33.288	3.2s	9ms	114.3%	0	0	95.8 KB	906 B
15	71/a7e0f6	3066188	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (Jocoque)	COMPLETED	0	2022-02-20 23:58:34.685	2.2s	32ms	47.8%	3.1 MB	7.8 MB	95.8 KB	905 B
9	bc/66cd0d	3066422	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (Asadero)	COMPLETED	0	2022-02-20 23:58:35.269	2.9s	7ms	72.7%	0	0	95.8 KB	905 B
14	ff/564db6	3066862	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (Panela_artesanal)	COMPLETED	0	2022-02-20 23:58:36.456	2.3s	9ms	114.3%	0	0	95.8 KB	906 B
