index,Bacteria;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae,Bacteria;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Marinomonadaceae,Bacteria;Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae,Bacteria;Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae,Bacteria;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Yersiniaceae,Bacteria;Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae,Bacteria;Bacteria;Firmicutes;Bacilli;Staphylococcales;Staphylococcaceae,Bacteria;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;,Bacteria;Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Weeksellaceae,Bacteria;Bacteria;Firmicutes;Clostridia;Oscillospirales;Oscillospiraceae,Bacteria;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Aeromonadaceae,Bacteria;Bacteria;Firmicutes;Clostridia;Oscillospirales;[Eubacterium] coprostanoligenes group,Bacteria;Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae,Bacteria;Bacteria;Firmicutes;Clostridia;Oscillospirales;Ruminococcaceae,Bacteria;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae,Bacteria;Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae,Bacteria;Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae,Bacteria;Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae,Bacteria;Bacteria;Deinococcota;Deinococci;Thermales;Thermaceae,Bacteria;Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae,Bacteria;Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Micrococcaceae,Bacteria;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;MB19,Bacteria;Bacteria;Firmicutes;Bacilli;Lactobacillales;Enterococcaceae,Bacteria;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Erwiniaceae,Bacteria;Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae,Bacteria;Bacteria;Firmicutes;Clostridia;Clostridia UCG-014;,Bacteria;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Rikenellaceae,Bacteria;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae,Bacteria;Bacteria;Campylobacterota;Campylobacteria;Campylobacterales;Arcobacteraceae,Bacteria;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Marinifilaceae,Bacteria;Bacteria;Fusobacteriota;Fusobacteriia;Fusobacteriales;Leptotrichiaceae,Bacteria;Bacteria;Firmicutes;Bacilli;Bacillales;Planococcaceae,Bacteria;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Vibrionaceae,Bacteria;Bacteria;Firmicutes;Bacilli;Lactobacillales;Listeriaceae,Bacteria;Bacteria;Firmicutes;Clostridia;Christensenellales;Christensenellaceae,Bacteria;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Celerinatantimonadaceae,Bacteria;Bacteria;Firmicutes;Bacilli;Bacillales;Sporolactobacillaceae,Bacteria;Bacteria;Bacteroidota;Bacteroidia;Sphingobacteriales;Sphingobacteriaceae,Bacteria;Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae,Bacteria;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae,Bacteria;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae,Bacteria;Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Brevibacteriaceae,Bacteria;Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Burkholderiaceae,Bacteria;Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Family XI,Bacteria;Bacteria;Actinobacteriota;Actinobacteria;;,Bacteria;Bacteria;Firmicutes;Clostridia;Oscillospirales;UCG-010,Bacteria;Bacteria;Firmicutes;Clostridia;Oscillospirales;Hungateiclostridiaceae,Bacteria;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Shewanellaceae,Bacteria;Bacteria;Actinobacteriota;Actinobacteria;Corynebacteriales;Corynebacteriaceae,Bacteria;Bacteria;Acidobacteriota;Acidobacteriae;Acidobacteriales;Koribacteraceae,Bacteria;Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae,Bacteria;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;JI49D030,Bacteria;Bacteria;Firmicutes;Bacilli;Lactobacillales;,Bacteria;Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Chromobacteriaceae,Bacteria;Bacteria;Firmicutes;Bacilli;Paenibacillales;Paenibacillaceae,Bacteria;Bacteria;;;;,Bacteria;Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Hyphomicrobiaceae,Bacteria;Bacteria;Acidobacteriota;Acidobacteriae;Subgroup 2;,Bacteria;Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Peptostreptococcaceae,Bacteria;Bacteria;Actinobacteriota;Actinobacteria;Corynebacteriales;Mycobacteriaceae,Bacteria;Bacteria;Firmicutes;Bacilli;Lactobacillales;Aerococcaceae,Bacteria;Bacteria;Actinobacteriota;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae,Bacteria;Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Sutterellaceae,Bacteria;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Tannerellaceae,Bacteria;Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;,Bacteria;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Pectobacteriaceae,Bacteria;Bacteria;Firmicutes;Bacilli;Exiguobacterales;Exiguobacteraceae,Bacteria;Bacteria;Firmicutes;Bacilli;Lactobacillales;P5D1-392,Bacteria;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Halomonadaceae,Bacteria;Bacteria;Fusobacteriota;Fusobacteriia;Fusobacteriales;Fusobacteriaceae,Bacteria;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Barnesiellaceae,Bacteria;Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Neisseriaceae,Bacteria;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Muribaculaceae,Bacteria;Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae,Bacteria;Bacteria;Firmicutes;Clostridia;Oscillospirales;Hydrogenoanaerobacterium,Bacteria;Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;,Bacteria;Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Anaerovoracaceae,Bacteria;Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiaceae,paper_id,type,milk,loc,state,climate
Adobera_pasteurizada,0.0,0.0,206.0,9.0,0.0,2779.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,66.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AP,semi-hard,Pd,Tepatitlan,Jalisco,humid subtropical
Adobera_artesanal,135.0,36.0,1179.0,18.0,0.0,16303.0,31.0,0.0,63.0,0.0,151.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,52.0,0.0,59.0,137.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,AA,semi-hard,Rw,San-Miguel-el-Alto,Jalisco,humid subtropical
Zacatecas,74.0,34.0,5497.0,39.0,0.0,20535.0,123.0,0.0,16.0,85.0,79.0,0.0,0.0,370.0,86.0,0.0,17.0,1321.0,0.0,79.0,11.0,0.0,305.0,20.0,3.0,18.0,40.0,50.0,0.0,9.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,334.0,354.0,0.0,35.0,0.0,0.0,21.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,17.0,0.0,13.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,7.0,0.0,3.0,0.0,3.0,0.0,ZAC,semi-hard,Rw,Tequisquiapan,Queretaro,tropical and subtropical steppe
Chihuahua,21.0,0.0,28162.0,19.0,23.0,26124.0,0.0,0.0,7.0,62.0,26.0,3.0,22.0,66.0,11.0,0.0,11.0,108.0,0.0,108.0,0.0,0.0,56.0,0.0,0.0,14.0,12.0,14.0,0.0,0.0,0.0,18.0,0.0,0.0,21.0,0.0,24.0,0.0,0.0,0.0,102.0,0.0,22.0,0.0,0.0,15.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CHI,semi-soft,Pd,Ciudad-Cuauhtemoc,Chihuahua,tropical and subtropical steppe
Cincho,3738.0,60.0,2394.0,58.0,64.0,23155.0,54.0,254.0,57.0,0.0,483.0,0.0,0.0,0.0,391.0,10.0,0.0,0.0,0.0,101.0,0.0,90.0,660.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,17.0,53.0,0.0,0.0,54.0,11.0,0.0,0.0,27.0,0.0,0.0,35.0,0.0,123.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,25.0,11.0,0.0,0.0,8.0,0.0,0.0,0.0,41.0,0.0,0.0,0.0,73.0,873.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CIN,semi-hard,Rw,Veracruz,Veracruz,tropical savanna
Oaxaca,1535.0,216.0,946.0,39.0,57.0,34722.0,321.0,0.0,0.0,0.0,349.0,0.0,32.0,0.0,252.0,0.0,61.0,9.0,0.0,178.0,12.0,96.0,393.0,0.0,12.0,0.0,0.0,0.0,5.0,0.0,9.0,0.0,41.0,0.0,0.0,10.0,19.0,0.0,0.0,19.0,0.0,0.0,0.0,13.0,36.0,0.0,6.0,0.0,14.0,5.0,281.0,0.0,76.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,OAX,Semi-soft,Rw,Tulancingo,Hidalgo,marine west coast
Canasto,0.0,83.0,98.0,17.0,2614.0,84.0,135.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109.0,0.0,0.0,8.0,311.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,165.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CAN,soft,Rw,Gomez-Palacio,Durango,tropical and subtropical desert
Asadero,428.0,22.0,2589.0,6.0,273.0,5075.0,15.0,0.0,56.0,0.0,35.0,0.0,523.0,0.0,152.0,0.0,11.0,0.0,2.0,41.0,0.0,0.0,394.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,62.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ASA,Semi-soft,Rw,San-Juan-del-Rio,Queretaro,oceanic subtropical highland
Manchego,192.0,13.0,444.0,0.0,303.0,19390.0,29.0,0.0,14.0,6.0,42.0,0.0,436.0,12.0,334.0,0.0,0.0,21.0,0.0,39.0,0.0,14.0,77.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,27.0,11.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MAN,Semi-hard,Rw,San-Juan-del-Rio,Queretaro,oceanic subtropical highland
Adobera_mesa,334.0,29428.0,735.0,192.0,288.0,3099.0,171.0,263.0,6.0,0.0,264.0,0.0,2.0,0.0,111.0,0.0,54.0,18.0,0.0,419.0,0.0,167.0,949.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,0.0,0.0,36.0,0.0,0.0,0.0,132.0,0.0,0.0,326.0,0.0,84.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,4.0,0.0,16.0,1609.0,0.0,0.0,0.0,0.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AM,semi-hard,Rw,Manzanilla-de-la-Paz,Jalisco,humid subtropical
